"#OG id"	"OG name"	"uberon mapping status"	"entity"	"entity name"	"qualifier"	"HOM ID"	"reference"	"ECO ID"	"ECO name"	"CIO ID"	"confidence  code name"	"taxon ID"	"taxon name"	"supporting text"	"assigned by"	"curator"	"date"	"comment"																																																																					
		"UBERON:0001245 anus has no VHOG xref because VHOG does not make difference between proctodeum and anus, see VHOG:0000139 proctodeum (embryonic structure) with anus, mapped in Uberon to UBERON:0000931 proctodeum"	"UBERON:0001245"	"anus"		"HOM:0000007"	"http://dpc.uba.uva.nl/ctz/vol73/nr01/art01 ""Jenner RA, Towards a phylogeny of the Metazoa: evaluating alternative phylogenetic positions of Platyhelminthes, Nemertea, and Gnathostomulida, with a critical reappraisal of cladistic characters. Contributions to Zoology (2004)"""	"ECO:0000355"	"phylogenetic distribution evidence"	"CIO:0000005"	"Low confidence assertion"	33213	"Bilateria"	"All comprehensive morphological cladistic analyses support (although not unambiguously in all studies) the evolution of a unidirectional digestive tract with an anus as an autapomorphy for Bilateria (Zrzavy et al., 1998; Giribet et al., 2000; Meglitsch & Schram, 1991; Nielsen, 2001; Peterson & Eernisse, 2001). Consequently, the absence of an anus in taxa such as the platyhelminths (misscored for NI32), pogonophorans, articulate brachiopods, and acanthocephalans must be considered secondary. In contrast, other studies suggested the independent evolution of an anus in the protostomes and deuterostomes (Brusca & Brusca, 1990; Rouse & Fauchald, 1995); Ax, 1989, 1995; see further discussion under Nemertea). However, these studies only considered a restricted set of metazoan phyla, and consequently, their results do not constitute real tests of the homology of anuses throughout the Metazoa."	"bgee"	"ANN"	"2015-03-11"																																																																						
		"UBERON:0001245 anus has no VHOG xref because VHOG does not make difference between proctodeum and anus, see VHOG:0000139 proctodeum (embryonic structure) with anus, mapped in Uberon to UBERON:0000931 proctodeum"	"UBERON:0001245"	"anus"		"HOM:0000007"	"PMID:25788603 ""Janssen R, Joergensen M, Lagebro L, Budd GE, Fate and nature of the onychophoran mouth-anus furrow and its contribution to the blastopore. Proc Biol Sci (2015)"""	"ECO:0000075"	"gene expression similarity evidence"	"CIO:0000004"	"Medium confidence assertion"	33213	"Bilateria"	"Based on expression patterns of forkhead (fkh), caudal (cad), brachyury (bra) and wingless (wg/Wnt1), we show that this groove [clear ventral groove during gastrulation of onychophorans] does not correspond to the blastopore, even though both the mouth and anus later develop from it. Rather, the posterior pit appears to be the blastopore; the posterior of the groove later fuses with it to form the definitive anus. Onychophoran development therefore represents a case of 'concealed' deuterostomy. The new data from the onychophorans thus remove one of the key pieces of evidence for the amphistomy theory. Rather, in line with other recent results, it suggests that ancestral bilaterian development was deuterostomic."	"bgee"	"ANN"	"2015-03-11"																																																																						
		"UBERON:0001245 anus has no VHOG xref because VHOG does not make difference between proctodeum and anus, see VHOG:0000139 proctodeum (embryonic structure) with anus, mapped in Uberon to UBERON:0000931 proctodeum"	"UBERON:0001245"	"anus"	"NOT"	"HOM:0000007"	"http://dpc.uba.uva.nl/ctz/vol73/nr01/art01 ""Jenner RA, Towards a phylogeny of the Metazoa: evaluating alternative phylogenetic positions of Platyhelminthes, Nemertea, and Gnathostomulida, with a critical reappraisal of cladistic characters. Contributions to Zoology (2004)"""	"ECO:0000033"	"traceable author statement"	"CIO:0000005"	"Low confidence assertion"	33213	"Bilateria"	"All comprehensive morphological cladistic analyses support (although not unambiguously in all studies) the evolution of a unidirectional digestive tract with an anus as an autapomorphy for Bilateria (Zrzavy et al., 1998; Giribet et al., 2000; Meglitsch & Schram, 1991; Nielsen, 2001; Peterson & Eernisse, 2001). Consequently, the absence of an anus in taxa such as the platyhelminths (misscored for NI32), pogonophorans, articulate brachiopods, and acanthocephalans must be considered secondary. In contrast, other studies suggested the independent evolution of an anus in the protostomes and deuterostomes (Brusca & Brusca, 1990; Rouse & Fauchald, 1995); Ax, 1989, 1995; see further discussion under Nemertea). However, these studies only considered a restricted set of metazoan phyla, and consequently, their results do not constitute real tests of the homology of anuses throughout the Metazoa."	"bgee"	"ANN"	"2015-03-11"	"knownledge status"																																																																					
			"UBERON:0001245, UBERON:0000165"	"anus, mouth"		"HOM:0000007"	"PMID:23103190 ""Martin-Duran JM, Janssen R, Wennberg S, Budd GE, Hejnol A, Deuterostomic development in the protostome Priapulus caudatus. Curr Biol (2012) Figure 4"""	"ECO:0000075"	"gene expression similarity evidence"	"CIO:0000005"	"Low confidence assertion"	33213	"Bilateria"	"The expression of bra, cdx, gsc, and foxA indicates the homology between the mouth and the anus of P. caudatus and other bilaterians, as well as the homology of the oral opening of cnidarians and the mouth of bilaterians."	"bgee"	"ANN"	"2015-03-11"	"amphistomy model"																																																																					
			"UBERON:0001245, UBERON:0000165"	"anus, mouth"	"NOT"	"HOM:0000007"	"DOI:10.1038/nature07309 ""Hejnol A, Martindale MQ, Acoel development indicates the independent evolution of the bilaterian mouth and anus. Nature (2008)"""	"ECO:0000075"	"gene expression similarity evidence"	"CIO:0000005"	"Low confidence assertion"	33213	"Bilateria"	"we find that the genes caudal, orthopedia and brachyury-which are expressed in various bilaterian hindguts-are expressed in a small region at the posterior end of the animal [the acoel Convolutriloba longifissura], separated from the anterior oral brachyury-expressing region by a dorsal domain of ectodermal bmp2/4 expression. These results contradict the hypothesis that the bilaterian mouth and anus evolved simultaneously from a common blastoporal opening, and suggest that a through gut might have evolved independently in different animal lineages."	"bgee"	"ANN"	"2015-03-11"																																																																						
			"UBERON:0001245, UBERON:0000165"	"anus, mouth"	"NOT"	"HOM:0000007"	"PMID:25788603 ""Janssen R, Joergensen M, Lagebro L, Budd GE, Fate and nature of the onychophoran mouth-anus furrow and its contribution to the blastopore. Proc Biol Sci (2015)"""	"ECO:0000075"	"gene expression similarity evidence"	"CIO:0000005"	"Low confidence assertion"	33213	"Bilateria"	"The new data from the onychophorans thus remove one of the key pieces of evidence for the amphistomy theory. Rather, in line with other recent results, it suggests that ancestral bilaterian development was deuterostomic."	"bgee"	"ANN"	"2015-03-23"																																																																						
			"UBERON:0001245, CTENO:0000033"	"anus, anal pore"		"HOM:0000007"	"http://www.sciencemag.org/news/2016/03/why-watching-comb-jellies-poop-has-stunned-evolutionary-biologists ""Why watching comb jellies poop has stunned evolutionary biologists (2016)"""	"ECO:0000033"	"traceable author statement"	"CIO:0000005"	"low confidence from single evidence"	6072	"Eumetazoa"		"bgee"	"ANN"	"2016-04-25"																																																																						
			"PORO:0000200, UBERON:0003929"	"choanoderm, gut epithelium"		"HOM:0000007"	"PMID:24844197 ""Leininger S, Adamski M, Bergum B, Guder C, Liu J, Laplante M, Brate J, Hoffmann F, Fortunato S, Jordal S, Rapp HT, Adamska M, Developmental gene expression provides clues to relationships between sponge and eumetazoan body plans. Nat Commun (2014)"""	"ECO:0000075"	"gene expression similarity evidence"	"CIO:0000005"	"Low confidence assertion"	33208	"Metazoa"	"Thus, while sponges contain only a limited number of direct orthologues of genes involved in body plan patterning in the eumetazoans, all of them are expressed in patterns supporting Haeckel's view that body plans of sponges and cnidarians are homologous: choanoderm corresponds to the gastrodermis and osculum to the mouth of the polyp. Clearly, the described expression patterns of the developmental regulatory genes, while highly suggestive, do not prove homology of the body plans. Rather, they provide the necessary first step and a framework for studies aimed at determining the regulatory networks governing development of sponges. Once established, these networks can be further compared with developmental regulatory networks in other animals and provide insights into the molecular mechanisms underlying diversification of animal body plans"	"bgee"	"ANN"	"2015-03-10"																																																																						
			"PORO:0000200"	"choanoderm"		"HOM:0000007"	"PMID:24844197 ""Leininger S, Adamski M, Bergum B, Guder C, Liu J, Laplante M, Brate J, Hoffmann F, Fortunato S, Jordal S, Rapp HT, Adamska M, Developmental gene expression provides clues to relationships between sponge and eumetazoan body plans. Nat Commun (2014)"""	"ECO:0000355"	"phylogenetic distribution evidence"	"CIO:0000003"	"High confidence assertion"	6040	"Porifera"	"Genes involved in formation of the eumetazoan endomesoderm, such as beta-catenin, Brachyury and Gata, as well as germline markers Vasa and Pl10, are expressed during formation and maintenance of choanoderm, the feeding epithelium of sponges."	"bgee"	"ANN"	"2015-04-14"																																																																						
			"UBERON:0003929"	"gut epithelium"		"HOM:0000007"	"PMID:24844197 ""Leininger S, Adamski M, Bergum B, Guder C, Liu J, Laplante M, Brate J, Hoffmann F, Fortunato S, Jordal S, Rapp HT, Adamska M, Developmental gene expression provides clues to relationships between sponge and eumetazoan body plans. Nat Commun (2014)"""	"ECO:0000355"	"phylogenetic distribution evidence"	"CIO:0000004"	"Medium confidence assertion"	6072	"Eumetazoa"	"Morphological and phylogenetic evidence makes the cnidarian polyps an ideal proxy to the 'prebilaterian eumetazoan' body organization, and cnidarian model systems reveal evolutionary ancestry of bilaterian characters15, 16. The polyps are overtly radially symmetrical with a (generally) blind gut (gastrodermis) and apical oral opening."	"bgee"	"ANN"	"2015-04-14"	"gastrodermis is now a synonym of gut epithelium"																																																																					
			"PORO:0000018, UBERON:0000165"	"osculum, mouth"		"HOM:0000007"	"PMID:24844197 ""Leininger S, Adamski M, Bergum B, Guder C, Liu J, Laplante M, Brate J, Hoffmann F, Fortunato S, Jordal S, Rapp HT, Adamska M, Developmental gene expression provides clues to relationships between sponge and eumetazoan body plans. Nat Commun (2014)"""	"ECO:0000075"	"gene expression similarity evidence"	"CIO:0000005"	"Low confidence assertion"	33208	"Metazoa"	"Thus, while sponges contain only a limited number of direct orthologues of genes involved in body plan patterning in the eumetazoans, all of them are expressed in patterns supporting Haeckel's view that body plans of sponges and cnidarians are homologous: choanoderm corresponds to the gastrodermis and osculum to the mouth of the polyp. Clearly, the described expression patterns of the developmental regulatory genes, while highly suggestive, do not prove homology of the body plans. Rather, they provide the necessary first step and a framework for studies aimed at determining the regulatory networks governing development of sponges. Once established, these networks can be further compared with developmental regulatory networks in other animals and provide insights into the molecular mechanisms underlying diversification of animal body plans"	"bgee"	"ANN"	"2015-03-10"																																																																						
			"PORO:0000018"	"osculum"		"HOM:0000007"	"PMID:24844197 ""Leininger S, Adamski M, Bergum B, Guder C, Liu J, Laplante M, Brate J, Hoffmann F, Fortunato S, Jordal S, Rapp HT, Adamska M, Developmental gene expression provides clues to relationships between sponge and eumetazoan body plans. Nat Commun (2014)"""	"ECO:0000355"	"phylogenetic distribution evidence"	"CIO:0000003"	"High confidence assertion"	6040	"Porifera"	"Thus, while sponges contain only a limited number of direct orthologues of genes involved in body plan patterning in the eumetazoans, all of them are expressed in patterns supporting Haeckel's view that body plans of sponges and cnidarians are homologous: choanoderm corresponds to the gastrodermis and osculum to the mouth of the polyp. "	"bgee"	"ANN"	"2015-03-10"																																																																						
"//"	"LIVER AND BILIARY SYSTEM"																																																																																						
"OG:0000294"	"liver and biliary system"	"ok 1X"	"UBERON:0002423"	"hepatobiliary system"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.42-43 and Figure 2-11"""	"ECO:0000355"	"phylogenetic distribution evidence"	"CIO:0000004"	"Medium confidence assertion"	89593	"Craniata"	"Liver and pancreas are described as major organ systems of craniates. [curator]"	"bgee"	"ANN"	"2013-07-08"																																																																						
"OG:0000257"	"liver"	"ok 1X"	"UBERON:0002107"	"liver"		"HOM:0000007"	"DOI:10.1053/ax.2000.7133 ""Crawshaw GJ, Weinkle TK, Clinical and pathological aspects of the amphibian liver. Seminars in Avian and Exotic Pet Medicine (2000)"""	"ECO:0000355"	"phylogenetic distribution evidence"	"CIO:0000003"	"High confidence assertion"	7742	"Vertebrata"	"(...) the amphibian liver has characteristics in common with both fish and terrestrial vertebrates. (...) The histological structure of the liver is similar to that in other vertebrates, with hepatocytes arranged in clusters and cords separated by a meshwork of sinusoids and the presence of the traditional triad of portal venule, hepatic arteriole, and bile duct."	"bgee"	"ANN"	"2013-07-09"																																																																						
"OG:0000257"	"liver"	"ok 1X"	"UBERON:0002107"	"liver"		"HOM:0000007"	"DOI:10.1053/ax.2000.7133 ""Crawshaw GJ, Weinkle TK, Clinical and pathological aspects of the amphibian liver. Seminars in Avian and Exotic Pet Medicine (2000)"""	"ECO:0000063"	"compositional similarity evidence"	"CIO:0000003"	"High confidence assertion"	7742	"Vertebrata"	"(...) the amphibian liver has characteristics in common with both fish and terrestrial vertebrates. (...) The histological structure of the liver is similar to that in other vertebrates, with hepatocytes arranged in clusters and cords separated by a meshwork of sinusoids and the presence of the traditional triad of portal venule, hepatic arteriole, and bile duct."	"bgee"	"ANN"	"2013-07-09"																																																																						
"//OG:0001423"	"liver left lobe"	"ok 1X"	"UBERON:0001115"	"left lobe of liver"		"HOM:0000007"	"DOI:10.1053/ax.2000.7133 ""Crawshaw GJ, Weinkle TK, Clinical and pathological aspects of the amphibian liver. Seminars in Avian and Exotic Pet Medicine (2000)"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	7742	"Vertebrata"	"(...) the amphibian liver has characteristics in common with both fish and terrestrial vertebrates. (...) The histological structure of the liver is similar to that in other vertebrates, with hepatocytes arranged in clusters and cords separated by a meshwork of sinusoids and the presence of the traditional triad of portal venule, hepatic arteriole, and bile duct."	"bgee"	"ANN"	"2013-07-09"																																																																						
"//OG:0001424"	"liver right lobe"	"ok 1X"	"UBERON:0001114"	"right lobe of liver"		"HOM:0000007"	"DOI:10.1053/ax.2000.7133 ""Crawshaw GJ, Weinkle TK, Clinical and pathological aspects of the amphibian liver. Seminars in Avian and Exotic Pet Medicine (2000)"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	7742	"Vertebrata"	"(...) the amphibian liver has characteristics in common with both fish and terrestrial vertebrates. (...) The histological structure of the liver is similar to that in other vertebrates, with hepatocytes arranged in clusters and cords separated by a meshwork of sinusoids and the presence of the traditional triad of portal venule, hepatic arteriole, and bile duct."	"bgee"	"ANN"	"2013-07-09"																																																																						
"OG:0000509"	"liver quadrate lobe"	"ok 1X"	"UBERON:0001116"	"quadrate lobe of liver"		"HOM:0000007"	"DOI:10.1053/ax.2000.7133 ""Crawshaw GJ, Weinkle TK, Clinical and pathological aspects of the amphibian liver. Seminars in Avian and Exotic Pet Medicine (2000)"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	7742	"Vertebrata"	"(...) the amphibian liver has characteristics in common with both fish and terrestrial vertebrates. (...) The histological structure of the liver is similar to that in other vertebrates, with hepatocytes arranged in clusters and cords separated by a meshwork of sinusoids and the presence of the traditional triad of portal venule, hepatic arteriole, and bile duct."	"bgee"	"ANN"	"2013-07-09"																																																																						
"OG:0000508"	"liver caudate lobe"	"ok 1X"	"UBERON:0001117"	"caudate lobe of liver"		"HOM:0000007"	"DOI:10.1053/ax.2000.7133 ""Crawshaw GJ, Weinkle TK, Clinical and pathological aspects of the amphibian liver. Seminars in Avian and Exotic Pet Medicine (2000)"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	7742	"Vertebrata"	"(...) the amphibian liver has characteristics in common with both fish and terrestrial vertebrates. (...) The histological structure of the liver is similar to that in other vertebrates, with hepatocytes arranged in clusters and cords separated by a meshwork of sinusoids and the presence of the traditional triad of portal venule, hepatic arteriole, and bile duct."	"bgee"	"ANN"	"2013-07-09"																																																																						
		"UBERON:0012474 has no VHOG xref"	"UBERON:0002107, UBERON:0012474"	"liver, hepatic cecum"		"HOM:0000007"	"PMID:21052758 ""Wang Y, Zhang S, Identification and expression of liver-specific genes after LPS challenge in amphioxus: the hepatic cecum as liver-like organ and (pre-hepatic) acute phase response. Functional and integrative genomics (2011)"""	"ECO:0000075"	"gene expression similarity evidence"	"CIO:0000004"	"Medium confidence assertion"	7711	"Chordata"	"Liver is present in all vertebrates and central to many physiological processes including processing of nutrients from ingested food, plasma protein synthesis, hormone production, and detoxification. However, its evolutionary origin remains open to date. Liver is also the principal organ of acute phase response (APR) but when the vertebrate-like APR regulatory network emerges during the chordate evolution is unknown. (...) These similarities in liver/hepatic cecum-specific genes, APR, and regulatory networks between amphioxus and zebrafish supports the idea that hepatic cecum in amphioxus is the ""pre-hepatic"" organ homologous to vertebrate liver and acts as an immunological organ, playing an important role in APR. (...) In this study, by combining global genome survey and qRT-PCR data sets, we clearly demonstrate the presence of 58 vertebrate (zebrafish) liver-specific genes in amphioxus (hepatic cecum-specific genes), including genes encoding metabolic or catabolic enzymes and blood components, which are expressed in atissue-specific manner in the hepatic cecum."	"bgee"	"ANN"	"2013-07-09"	"new homology relationships"																																																																					
			"UBERON:0002107"	"liver"		"HOM:0000007"	"PMID:21052758 ""Wang Y, Zhang S, Identification and expression of liver-specific genes after LPS challenge in amphioxus: the hepatic cecum as liver-like organ and (pre-hepatic) acute phase response. Functional and integrative genomics (2011)"""	"ECO:0000075"	"gene expression similarity evidence"	"CIO:0000004"	"Medium confidence assertion"	7742	"Vertebrata"	"Liver is present in all vertebrates and central to many physiological processes including processing of nutrients from ingested food, plasma protein synthesis, hormone production, and detoxification. However, its evolutionary origin remains open to date. Liver is also the principal organ of acute phase response (APR) but when the vertebrate-like APR regulatory network emerges during the chordate evolution is unknown. (...) These similarities in liver/hepatic cecum-specific genes, APR, and regulatory networks between amphioxus and zebrafish supports the idea that hepatic cecum in amphioxus is the ""pre-hepatic"" organ homologous to vertebrate liver and acts as an immunological organ, playing an important role in APR. (...) In this study, by combining global genome survey and qRT-PCR data sets, we clearly demonstrate the presence of 58 vertebrate (zebrafish) liver-specific genes in amphioxus (hepatic cecum-specific genes), including genes encoding metabolic or catabolic enzymes and blood components, which are expressed in atissue-specific manner in the hepatic cecum."	"bgee"	"ANN"	"2015-03-31"																																																																						
			"UBERON:0012474"	"hepatic cecum"		"HOM:0000007"	"PMID:21052758 ""Wang Y, Zhang S, Identification and expression of liver-specific genes after LPS challenge in amphioxus: the hepatic cecum as liver-like organ and (pre-hepatic) acute phase response. Functional and integrative genomics (2011)"""	"ECO:0000075"	"gene expression similarity evidence"	"CIO:0000004"	"Medium confidence assertion"	7711	"Chordata"	"Liver is present in all vertebrates and central to many physiological processes including processing of nutrients from ingested food, plasma protein synthesis, hormone production, and detoxification. However, its evolutionary origin remains open to date. Liver is also the principal organ of acute phase response (APR) but when the vertebrate-like APR regulatory network emerges during the chordate evolution is unknown. (...) These similarities in liver/hepatic cecum-specific genes, APR, and regulatory networks between amphioxus and zebrafish supports the idea that hepatic cecum in amphioxus is the ""pre-hepatic"" organ homologous to vertebrate liver and acts as an immunological organ, playing an important role in APR. (...) In this study, by combining global genome survey and qRT-PCR data sets, we clearly demonstrate the presence of 58 vertebrate (zebrafish) liver-specific genes in amphioxus (hepatic cecum-specific genes), including genes encoding metabolic or catabolic enzymes and blood components, which are expressed in atissue-specific manner in the hepatic cecum."	"bgee"	"ANN"	"2015-03-31"																																																																						
"OG:0000539"	"liver parenchyma"	"ok 1X"	"UBERON:0001280"	"liver parenchyma"		"HOM:0000007"	"DOI:10.1002/ar.20524 ""Hardman RC, Volz DC, Kullman SW, Hinton DE, An in vivo look at vertebrate liver architecture: three-dimensional reconstruction from Medaka (Oryzias latipes). The Anatomical Record (2007)"""	"ECO:0000067"	"developmental similarity evidence"	"CIO:0000003"	"High confidence assertion"	7742	"Vertebrata"	"the (liver) tubular structure (dual layered parenchyma) appears to be conserved among all embryonic vertebrates (...) it is not unlikely that all vertebrate livers share the same fundamental functional unit."	"bgee"	"ANN"	"2013-07-09"																																																																						
"OG:0000539"	"liver parenchyma"	"ok 1X"	"UBERON:0001280"	"liver parenchyma"		"HOM:0000007"	"DOI:10.1002/ar.20524 ""Hardman RC, Volz DC, Kullman SW, Hinton DE, An in vivo look at vertebrate liver architecture: three-dimensional reconstruction from Medaka (Oryzias latipes). The Anatomical Record (2007)"""	"ECO:0000071"	"morphological similarity evidence"	"CIO:0000003"	"High confidence assertion"	7742	"Vertebrata"	"the (liver) tubular structure (dual layered parenchyma) appears to be conserved among all embryonic vertebrates (...) it is not unlikely that all vertebrate livers share the same fundamental functional unit."	"bgee"	"ANN"	"2013-07-09"																																																																						
"OG:0000708"	"hepatic sinusoid"	"ok 1X"	"UBERON:0001281"	"hepatic sinusoid"		"HOM:0000007"	"DOI:10.1053/ax.2000.7133 ""Crawshaw GJ, Weinkle TK, Clinical and pathological aspects of the amphibian liver. Seminars in Avian and Exotic Pet Medicine (2000)"""	"ECO:0000071"	"morphological similarity evidence"	"CIO:0000003"	"High confidence assertion"	7742	"Vertebrata"	"(...) the amphibian liver has characteristics in common with both fish and terrestrial vertebrates. (...) The histological structure of the liver is similar to that in other vertebrates, with hepatocytes arranged in clusters and cords separated by a meshwork of sinusoids and the presence of the traditional triad of portal venule, hepatic arteriole, and bile duct."	"bgee"	"ANN"	"2013-07-09"																																																																						
"OG:0000221"	"gall bladder"	"ok 1X"	"UBERON:0002110"	"gallbladder"		"HOM:0000007"	"DOI:10.1002/(SICI)1097-0029(19970915)38:6<571::AID-JEMT3>3.0.CO;2-I ""Oldham-Ott CK, Gilloteaux J, Comparative morphology of the gallbladder and biliary tract in vertebrates: Variation in structure, homology in function and gallstones. Microscopy research and technique (1997)"""	"ECO:0000355"	"phylogenetic distribution evidence"	"CIO:0000003"	"High confidence assertion"	7742	"Vertebrata"	"The presence of a gallbladder appears to be a primitive trait. It is found in most fish and all adult reptiles and amphibians and has been well conserved in mammals, for the most part."	"bgee"	"ANN"	"2013-07-09"																																																																						
"OG:0000212"	"bile duct"	"ok 1X"	"UBERON:0002394"	"bile duct"		"HOM:0000007"	"DOI:10.1053/ax.2000.7133 ""Crawshaw GJ, Weinkle TK, Clinical and pathological aspects of the amphibian liver. Seminars in Avian and Exotic Pet Medicine (2000)"""	"ECO:0000071"	"morphological similarity evidence"	"CIO:0000003"	"High confidence assertion"	7742	"Vertebrata"	"(...) the amphibian liver has characteristics in common with both fish and terrestrial vertebrates. (...) The histological structure of the liver is similar to that in other vertebrates, with hepatocytes arranged in clusters and cords separated by a meshwork of sinusoids and the presence of the traditional triad of portal venule, hepatic arteriole, and bile duct."	"bgee"	"ANN"	"2013-07-09"																																																																						
"OG:0000213"	"cystic duct"	"ok 1X"	"UBERON:0001152"	"cystic duct"		"HOM:0000007"	"ISBN:978-0072528305 ""Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) p.526-527 and Figure 13.38"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	40674	"Mammalia"	"Cystic duct appears during the embryonic formation of the liver in a mammalian embryo. [curator]"	"bgee"	"ANN"	"2013-09-06"																																																																						
"OG:0000214"	"common bile duct"	"ok 1X"	"UBERON:0001174"	"common bile duct"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.569-571 and Figures 17-9 and 17-10"""	"ECO:0000071"	"morphological similarity evidence"	"CIO:0000003"	"High confidence assertion"	40674	"Mammalia"	"In the adults of all vertebrates, the liver is the largest organ in the body cavity, and it occupies most of the space in the abdomen. (...) Minute bile canaliculi lie between hepatic cells and drain bile, the secretion of the hepatic cells, into hepatic ducts that leave the liver and unite to form the common bile duct."	"bgee"	"ANN"	"2013-09-06"																																																																						
"OG:0000219"	"hepatic duct"	"ok 1X"	"UBERON:0005171"	"hepatic duct"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.569-571 and Figures 17-9 and 17-10"""	"ECO:0000071"	"morphological similarity evidence"	"CIO:0000003"	"High confidence assertion"	7742	"Vertebrata"	"In the adults of all vertebrates, the liver is the largest organ in the body cavity, and it occupies most of the space in the abdomen. (...) Minute bile canaliculi lie between hepatic cells and drain bile, the secretion of the hepatic cells, into hepatic ducts that leave the liver and unite to form the common bile duct."	"bgee"	"ANN"	"2013-09-06"																																																																						
"OG:0000220"	"common hepatic duct"	"ok 1X"	"UBERON:0001175"	"common hepatic duct"		"HOM:0000007"	"ISBN:978-0030223693 ""Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.569-571 and Figures 17-9 and 17-10"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	40674	"Mammalia"	"In the adults of all vertebrates, the liver is the largest organ in the body cavity, and it occupies most of the space in the abdomen. (...) Minute bile canaliculi lie between hepatic cells and drain bile, the secretion of the hepatic cells, into hepatic ducts that leave the liver and unite to form the common bile duct."	"bgee"	"ANN"	"2013-09-06"	"Uberon: ""The duct which conveys the bile from the liver and unites with the cystic duct to form the common bile duct."""																																																																					
"//"	"SALIVARY"																																																																																						
"OG:0000376"	"salivary gland"	"ok 1X"	"UBERON:0001044"	"salivary gland"		"HOM:0000007"	"ISBN:978-0471210054 ""Butler AB and Hodos W, Comparative vertebrate neuroanatomy: Evolution and Adaptationm(2005) p.211"""	"ECO:0000355"	"phylogenetic distribution evidence"	"CIO:0000003"	"High confidence assertion"	32524	"Amniota"	"In air-feeding animals, the lack of water column to lubricate the food has been compensated for by the evolution of the salivary glands. These glands are present only in amniotes and are controlled by the parasympathetic system."	"bgee"	"ANN"	"2013-07-09"																																																																						
"OG:0000363"	"sublingual gland"	"ok 1X"	"UBERON:0001832"	"sublingual gland"		"HOM:0000007"	"ISBN:978-0471210054 ""Butler AB and Hodos W, Comparative vertebrate neuroanatomy: Evolution and Adaptationm(2005) p.211"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	32524	"Amniota"	"In air-feeding animals, the lack of water column to lubricate the food has been compensated for by the evolution of the salivary glands. These glands are present only in amniotes and are controlled by the parasympathetic system."	"bgee"	"ANN"	"2013-07-09"	"three primary pairs of salivary glands, named for their approximate positions: mandibular (submandibular or submaxillary), sublingual, and parotid [Kardong, p.525]"																																																																					
"OG:0000308"	"parotid gland"	"ok 1X"	"UBERON:0001831"	"parotid gland"		"HOM:0000007"	"ISBN:978-0471210054 ""Butler AB and Hodos W, Comparative vertebrate neuroanatomy: Evolution and Adaptationm(2005) p.211"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	32524	"Amniota"	"In air-feeding animals, the lack of water column to lubricate the food has been compensated for by the evolution of the salivary glands. These glands are present only in amniotes and are controlled by the parasympathetic system."	"bgee"	"ANN"	"2013-07-09"	"three primary pairs of salivary glands, named for their approximate positions: mandibular (submandibular or submaxillary), sublingual, and parotid [Kardong, p.525]"																																																																					
"OG:0000364"	"submandibular gland"	"ok 1X"	"UBERON:0001736"	"submandibular gland"		"HOM:0000007"	"ISBN:978-0471210054 ""Butler AB and Hodos W, Comparative vertebrate neuroanatomy: Evolution and Adaptationm(2005) p.211"""	"ECO:0000205"	"curator inference"	"CIO:0000004"	"Medium confidence assertion"	32524	"Amniota"	"In air-feeding animals, the lack of water column to lubricate the food has been compensated for by the evolution of the salivary glands. These glands are present only in amniotes and are controlled by the parasympathetic system."	"bgee"	"ANN"	"2013-07-09"	"three primary pairs of salivary glands, named for their approximate positions: mandibular (submandibular or submaxillary), sublingual, and parotid [Kardong, p.525]"																																																																					
"//"	"immune-hematopoietic-lymph"																																																																																						
"OG:0001624"	"hematopoietic system"	"ok 1X"	"UBERON:0002390"	"hematopoietic system"		"HOM:0000007"	"DOI:10.1016/j.coph.2010.05.004 ""Ellett F, Lieschke GJ, Zebrafish as a model for vertebrate hematopoiesis. Current Opinion in Pharmacology (2010)"""	"ECO:0000067"	"developmental similarity evidence"	"CIO:0000003"	"High confidence assertion"	7742	"Vertebrata"	"Zebrafish developmental hematopoiesis shows close correspondence to the development of the mammalian hematopoietic system and is regulated by conserved molecular pathways."	"bgee"	"ANN"	"2013-06-28"	"the zebrafish hematopoiesis happens in the head kidney not in the bone marrow, a new structure appeared"																																																																					
